GenAge ID,name,symbol,organism,functions,Entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence,observations
507,cAMP-dependent protein kinase 1,Pka-C1,Drosophila melanogaster,cAMP-dependent protein kinase 1,34284,,Increase,Pro-Longevity,anti;40.0;40.0;1010;11371619
508,cAMP-dependent protein kinase,pka1,Schizosaccharomyces pombe,,2539781,,Increase,Unannotated,pro;;30.0;503;17369827
509,"Plasminogen activator, urokinase",Plau,Mus musculus,A protease that converts plasminogen to plasmin,18792,20,Increase,Pro-Longevity,;;;504;16822282
510,PaNtothenate Kinase,pnk-1,Caenorhabditis elegans,Pantothenate kinase PanK involved in coenzyme A biosynthesis,172327,,Decrease,Pro-Longevity,pro;20.0;;505;10638529|pro;20.0;;505;10638529
511,Polarity and Osmotic sensitivity Defect,pod-1,Caenorhabditis elegans,"Coronin-like, actin binding protein",176784,45,Increase,Anti-Longevity,pro;;;506;12447374
512,"Polymerase (DNA directed), gamma",Polg,Mus musculus,Involved in mitochondrial DNA replication and repair,18975,,Decrease,Pro-Longevity,anti;45.0;;507;17608836|anti;45.0;;507;17608836
513,POsterior Segregation,pos-1,Caenorhabditis elegans,CCCH-type Zn-finger,179224,20,Increase,Anti-Longevity,pro;;;508;15164064
514,Plenty of SH3s,POSH,Drosophila melanogaster,,36990,14,Increase,Pro-Longevity,anti;20.0;;509;17411345
515,"protein phosphatase 1D magnesium-dependent, delta isoform",Ppm1d,Mus musculus,May contribute to oncogenesis through functional inactivation of p53,53892,,Decrease,Pro-Longevity,pro;14.0;;510;11868902
516,PeRoxireDoXin,prdx-2,Caenorhabditis elegans,"Alkyl hydroperoxide reductase, thiol specific antioxidant",266858,,Decrease,Pro-Longevity,pro;;;511;16652371
517,PeRoxireDoXin,prdx-3,Caenorhabditis elegans,"Alkyl hydroperoxide reductase, thiol specific antioxidant",175573,,Decrease,Pro-Longevity,pro;;;512;16673436
518,Peroxiredoxin 1,Prdx1,Mus musculus,Involved in redox regulation,18477,,Decrease,Pro-Longevity,pro;;;513;16673436
519,"Prophet of Pit1, paired-like homeodomain transcription factor",Prop1,Mus musculus,Transcription factor involved in hormonal regulation and development,19127,,Increase,Anti-Longevity,pro;;;514;12891360
520,PeRoXisome assembly factor,prx-5,Caenorhabditis elegans,PeRoXisome assembly factor,174392,30,Increase,Anti-Longevity,anti;;;515;8900272
521,PaTched Related family,ptr-23,Caenorhabditis elegans,Intracellular cholesterol transport,173362,13,Decrease,Pro-Longevity,anti;30.0;;516;17411345
522,puckered,puc,Drosophila melanogaster,,40958,,Increase,Anti-Longevity,pro;13.0;;517;18006689
523,Protein R05A10.5,CELE_R05A10.5,Caenorhabditis elegans,Zinc metalloprotein,187596,,Increase,Anti-Longevity,anti;;;518;14602080
524,Protein R08E3.3,R08E3.3,Caenorhabditis elegans,,180757,,Increase,Anti-Longevity,anti;;;519;15998808
525,Protein R10H10.7,R10H10.7,Caenorhabditis elegans,,177932,22,Increase,Anti-Longevity,anti;;;520;15998808
526,R11A5.4b,pck-2,Caenorhabditis elegans,Phosphoenolpyruvate carboxykinase,172556,,Increase,Anti-Longevity,anti;22.0;;521;17608836
527,SET (trithorax/polycomb) domain containing,set-15,Caenorhabditis elegans,Histone H3 (Lys9) methyltransferase SUV39H1/Clr4,187813,10,Increase,Anti-Longevity,anti;;;522;17673661|anti;;;522;17673661
528,Protein R12B2.6,R12B2.6,Caenorhabditis elegans,,187837,22,Decrease,Pro-Longevity,anti;;;523;15998808
529,Protein R53.4,R53.4,Caenorhabditis elegans,ATP synthesis,174554,20,Increase,Anti-Longevity,pro;22.0;;524;18006689
530,RAB family,rab-7,Caenorhabditis elegans,Rab GTPase,174834,32,Decrease,Pro-Longevity,anti;20.0;;525;17521386
531,Rad27p,RAD27,Saccharomyces cerevisiae,Genomic stability,853747,50,Decrease,Pro-Longevity,pro;32.0;;526;18006689|pro;32.0;;526;18006689
532,"Subunit of MRX complex, with Mre11p and Xrs2p",RAD50,Saccharomyces cerevisiae,Genomic stability,855471,70,Decrease,Unannotated,pro;;;527;12024027
533,Strand exchange protein,RAD51,Saccharomyces cerevisiae,,856831,40,Decrease,Unannotated,fitness;70.0;;528;10207108
534,"RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)",RAD52,Saccharomyces cerevisiae,DNA repair,854976,70,Decrease,Unannotated,fitness;40.0;;529;10207108
535,Rad57p,RAD57,Saccharomyces cerevisiae,Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA,851567,40,Decrease,Unannotated,fitness;70.0;;530;10207108
536,Rad9p,RAD9,Saccharomyces cerevisiae,Involved in DNA damage response,851803,50,Decrease,Unannotated,fitness;40.0;;531;10207108
537,RAE1 RNA export 1 homolog (S. pombe),Rae1,Mus musculus,RNA export,66679,,Decrease,Pro-Longevity,fitness;50.0;;532;17710147
538,RAL (Ras-related GTPase) homolog,ral-1,Caenorhabditis elegans,RAL (Ras-related GTPase) homolog,175433,19,Increase,Anti-Longevity,pro;;;533;16476774
539,GTPase involved in G-protein signaling in the adenylate cyclase activating pathway,RAS1,Saccharomyces cerevisiae,,854268,23,Increase,Anti-Longevity,anti;19.0;;534;17608836|anti;19.0;;534;17608836
540,"GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous gr",RAS2,Saccharomyces cerevisiae,,855625,43,Increase,Unclear,anti;23.0;29.0;535;8034612|anti;23.0;29.0;535;8034612
541,ruby,rb,Drosophila melanogaster,B-subunit of AP-3 complex,31381,,Decrease,Pro-Longevity,pro;43.0;18.0;536;8034612
542,ReCQ DNA helicase family,rcq-5,Caenorhabditis elegans,ATP-dependent DNA helicase,175522,37,Decrease,Pro-Longevity,pro;;23.0;537;17435236
543,CG14975-PA,Rdh,Drosophila melanogaster,,2769007,8,Increase,Pro-Longevity,pro;37.0;;538;14642561
544,Cytoplasmic pre-60S factor,REI1,Saccharomyces cerevisiae,Involved in bud growth in the mitotic signalling network,852569,40,Increase,Anti-Longevity,pro;8.0;;539;12620118|pro;8.0;;539;12620118
545,RNA HelicAse,rha-2,Caenorhabditis elegans,DEAH helicase,176207,32,Increase,Anti-Longevity,anti;40.0;;540;16293764
546,RHo GDI,rhi-1,Caenorhabditis elegans,Rho GDP-dissociation inhibitor,180721,,Decrease,Pro-Longevity,anti;32.0;;541;16103914
547,rhomboid-7,rho-7,Drosophila melanogaster,Required for mitochondrial fusion during fly spermatogenesis and muscle maturation,36281,,Decrease,Pro-Longevity,pro;;;542;16673436
548,Resistance to Inhibitors of Cholinesterase,ric-4,Caenorhabditis elegans,Associated with synaptosomes,179427,,Decrease,Anti-Longevity,pro;;;543;16713954
549,RNAi-Induced Longevity,ril-1,Caenorhabditis elegans,,179958,32,Increase,Anti-Longevity,anti;;10.0;544;17592521
550,RNAi-Induced Longevity,ril-2,Caenorhabditis elegans,,179725,,Increase,Anti-Longevity,anti;32.0;;545;16103914
551,Regulator of IME2,RIM15,Saccharomyces cerevisiae,Glucose-repressible protein kinase involved in signal transduction during cell proliferation in response to nutrients,850511,,Decrease,Unannotated,anti;;;546;16103914|anti;;;546;16103914
552,Regulation of Longevity by E3 ubiquitin ligase,rle-1,Caenorhabditis elegans,E3 ubiquitin ligase,176525,,Increase,Anti-Longevity,fitness;;50.0;547;11292860
553,RiNg Finger protein,rnf-5,Caenorhabditis elegans,,175532,,Increase,Anti-Longevity,anti;;30.0;548;17276341
554,GDP/GTP exchange protein (GEP) for Rho1p and Rho2p,ROM2,Saccharomyces cerevisiae,Activator of protein kinase C,851086,50,Increase,Anti-Longevity,anti;;;549;15998808|anti;;;549;15998808
555,Histone deacetylase,RPD3,Saccharomyces cerevisiae,Regulates transcription and silencing,855386,41,Increase,Anti-Longevity,anti;30.0;;550;16293764
556,CG7471-PA,Rpd3,Drosophila melanogaster,Regulates transcription and silencing,38565,52,Increase,Anti-Longevity,anti;41.0;;551;10512855
557,"Ribosomal Protein, Large subunit",rpl-19,Caenorhabditis elegans,"Ribosomal Protein, Large subunit",172201,,Increase,Anti-Longevity,anti;52.0;;552;12459580|anti;52.0;;552;12459580
558,"Ribosomal Protein, Large subunit",rpl-30,Caenorhabditis elegans,"Ribosomal Protein, Large subunit",172921,13,Increase,Anti-Longevity,anti;;11.0;553;17266679
559,"Ribosomal Protein, Large subunit",rpl-4,Caenorhabditis elegans,"Ribosomal Protein, Large subunit",172074,,Increase,Anti-Longevity,anti;13.0;;554;17266679
560,"Ribosomal Protein, Large subunit",rpl-9,Caenorhabditis elegans,"Ribosomal Protein, Large subunit",176071,,Increase,Anti-Longevity,anti;;14.0;555;17266679
561,ribosomal 60S subunit protein L10,RPL10,Saccharomyces cerevisiae,Protein component of the large (60S) ribosomal subunit,850764,24,Increase,Anti-Longevity,anti;;6.0;556;17266679
562,ribosomal 60S subunit protein L31A,RPL31A,Saccharomyces cerevisiae,Protein component of the large (60S) ribosomal subunit,851484,,Increase and Decrease,Anti-Longevity,anti;24.0;;557;17174052|anti;24.0;;557;17174052|anti;24.0;;557;17174052|anti;24.0;;557;17174052|anti;24.0;;557;17174052
563,ribosomal 60S subunit protein L6B,RPL6B,Saccharomyces cerevisiae,,851169,40,Increase,Anti-Longevity,anti;45.0;;558;16293764|anti;45.0;;558;16293764|anti;45.0;;558;16293764|anti;45.0;;558;16293764
564,Rpo41p,RPO41,Saccharomyces cerevisiae,,850507,,Decrease,Unannotated,anti;;;559;17174052
565,"Ribosomal Protein, Small subunit",rps-10,Caenorhabditis elegans,"Ribosomal Protein, Small subunit",172061,,Increase,Anti-Longevity,fitness;;;560;16782871
566,"Ribosomal Protein, Small subunit",rps-11,Caenorhabditis elegans,40S subunit of the ribosome,178083,28,Increase,Anti-Longevity,anti;;16.0;561;17266679|anti;;16.0;561;17266679|anti;;16.0;561;17266679
567,"Ribosomal Protein, Small subunit",rps-15,Caenorhabditis elegans,"Ribosomal Protein, Small subunit",172693,50,Increase,Anti-Longevity,anti;28.0;;562;17411345
568,"Ribosomal Protein, Small subunit",rps-22,Caenorhabditis elegans,"Ribosomal Protein, Small subunit",175338,,Increase,Anti-Longevity,anti;50.0;40.0;563;17266679
569,"Ribosomal Protein, Small subunit",rps-23,Caenorhabditis elegans,Ribosomal protein,178188,126,Increase,Anti-Longevity,anti;;35.0;564;17266679
570,"Ribosomal Protein, Small subunit",rps-26,Caenorhabditis elegans,"Ribosomal Protein, Small subunit",173342,,Increase,Anti-Longevity,anti;126.0;;565;17608836
571,"Ribosomal Protein, Small subunit",rps-3,Caenorhabditis elegans,40S subunit of the ribosome,175879,32,Increase,Anti-Longevity,anti;;20.0;566;17266679
572,"Ribosomal Protein, Small subunit",rps-5,Caenorhabditis elegans,Ribosomal protein,178012,75,Increase,Anti-Longevity,anti;32.0;;567;17411345
573,"Ribosomal Protein, Small subunit",rps-6,Caenorhabditis elegans,"Ribosomal Protein, Small subunit",173260,,Increase,Anti-Longevity,anti;75.0;;568;17608836
574,"Ribosomal Protein, Small subunit",rps-8,Caenorhabditis elegans,40S subunit of the ribosome,177503,18,Increase,Anti-Longevity,anti;;25.0;569;17266679
575,ribosomal 40S subunit protein S18A,RPS18A,Saccharomyces cerevisiae,Protein component of the small (40S) ribosomal subunit,852061,15,Increase,Anti-Longevity,anti;18.0;;570;17411345
576,ribosomal 40S subunit protein S18B,RPS18B,Saccharomyces cerevisiae,Protein component of the small (40S) ribosomal subunit,854982,15,Increase,Anti-Longevity,anti;15.0;;571;17174052
577,ribosomal 40S subunit protein S6B,RPS6B,Saccharomyces cerevisiae,Protein component of the small (40S) ribosomal subunit,852479,45,Increase,Anti-Longevity,anti;15.0;;572;17174052|anti;15.0;;572;17174052
578,RSK-pSeventy (RSK-p70 kinase) homolog,rsks-1,Caenorhabditis elegans,Translational regulator,176554,47,Increase,Anti-Longevity,anti;30.0;;573;16293764|anti;30.0;;573;16293764
579,SR protein related,rsr-2,Caenorhabditis elegans,Splicing coactivator,174862,,Decrease,Pro-Longevity,anti;47.0;60.0;574;17266679
580,Rtg3p,RTG3,Saccharomyces cerevisiae,Transcription factor involved in intracellular signalling,852171,,Increase,Anti-Longevity,pro;;;575;18006689
581,rutabaga,rut,Drosophila melanogaster,Neurofibromin- dependent adenylyl cyclase,32406,,Decrease,Pro-Longevity,anti;;;576;11024000
582,rosy,ry,Drosophila melanogaster,Electron transport,41605,,Decrease,Pro-Longevity,pro;;;577;17369827
583,RPS6-p70-protein kinase,S6k,Drosophila melanogaster,Part of the TOR pathway involved in cell growth and size,38654,,Increase,Anti-Longevity,pro;;35.0;578;17435236
584,S-Adenosyl Methionine Synthetase,sams-1,Caenorhabditis elegans,,181370,15,Increase,Anti-Longevity,anti;;;579;15186745
585,Spindle ASsembly abnormal,sas-5,Caenorhabditis elegans,Chromatin modificatioon,179592,30,Increase,Anti-Longevity,anti;15.0;;580;16103914
586,Seven B Two (mammalian 7BT prohormone convertase chaperone) homolog,sbt-1,Caenorhabditis elegans,Neuroendocrine protein 7B2,180366,,Decrease,Pro-Longevity,anti;30.0;;581;17411345
587,SERCA (Sarco-Endoplasmic Reticulum Calcium ATPase),sca-1,Caenorhabditis elegans,Required for development and muscle function,176512,,Increase,Anti-Longevity,pro;;15.0;582;17592521
588,Suppressor of Constitutive Dauer formation,scd-2,Caenorhabditis elegans,Protein tyrosine kinase,179054,,Decrease,Pro-Longevity,anti;;;583;16380712
589,Sarcoglycan delta,Scgdelta,Drosophila melanogaster,Forms a link between the F-actin cytoskeleton and the extracellular matrix,31129,30,Decrease,Pro-Longevity,pro;;40.0;584;17592521
590,Protein kinase that regulates signal transduction activity and G1 progression,SCH9,Saccharomyces cerevisiae,"Controls cAPK activity, required for nitrogen activation of the FGM pathway",856612,300,Increase,Anti-Longevity,pro;30.0;;585;17855453|pro;30.0;;585;17855453|pro;30.0;;585;17855453|pro;30.0;;585;17855453
591,SCP-Like extracellular protein,scl-1,Caenorhabditis elegans,,186053,,Decrease,Pro-Longevity,anti;;;586;11292860
592,Scp1p,SCP1,Saccharomyces cerevisiae,,854549,65,Increase,Anti-Longevity,pro;;;587;12620193
593,Succinate dehydrogenase B,SdhB,Drosophila melanogaster,Succinate dehydrogenase B,35590,66,Decrease,Pro-Longevity,anti;65.0;;588;15024029
594,"succinate dehydrogenase, cytochrome b556 subunit",SdhC,Drosophila melanogaster,Succinate dehydrogenase,41340,22,Decrease,Pro-Longevity,pro;66.0;17.0;589;17056719
595,Suppressor/Enhancer of Lin-12,sel-5,Caenorhabditis elegans,ARK kinase family member,175599,29,Increase,Anti-Longevity,pro;22.0;;590;17854771
596,SEx Muscle abnormal,sem-5,Caenorhabditis elegans,Regulates RAS-MAP and -IP3 signal transduction,181055,24,Increase,Anti-Longevity,anti;29.0;;591;17411345
597,SERotonin/octopamine receptor family,ser-1,Caenorhabditis elegans,Serotonin receptor gene,181716,46,Increase,Anti-Longevity,anti;24.0;;592;17411345
598,SERotonin/octopamine receptor family,ser-4,Caenorhabditis elegans,Serotonin receptor gene,175322,,Decrease,Pro-Longevity,anti;46.0;;593;17559503
599,Serum- and Glucocorticoid- inducible kinase homolog,sgk-1,Caenorhabditis elegans,SGK-1 acts in parallel to the AKT kinases to mediate DAF-2 signalling,181697,,Increase,Anti-Longevity,pro;;;594;17559503
600,Sgs1p,SGS1,Saccharomyces cerevisiae,Nucleolar DNA helicase of the RecQ family involved in maintenance of genome integrity,855228,30,Decrease,Pro-Longevity,anti;;;595;15068796|anti;;;595;15068796|anti;;;595;15068796|anti;;;595;15068796
601,SHC (Src homology 2 domain containing) transforming protein 1,Shc1,Mus musculus,"Regulation of intra-cellular redox levels, signal transduction, and apoptosis",20416,30,Increase,Anti-Longevity,fitness;;;596;9271578
602,SIN-1 (S. pombe stress activated protein kinase interactor) Homolog,sinh-1,Caenorhabditis elegans,"Stress-activated MAP kinase-interacting protein, Sin1p",190339,,Increase,Anti-Longevity,anti;30.0;;597;10580504
603,Sip2p,SIP2,Saccharomyces cerevisiae,One of three beta subunits of the Snf1 serine/threonine protein kinase complex,852664,,Increase and Decrease,Unclear,anti;;;598;16103914|anti;;;598;16103914|anti;;;598;16103914|anti;;;598;16103914
604,Yeast SIR related (68.8 kD) (sir-2.1),sir-2.1,Caenorhabditis elegans,NAD(+)-dependent histone deacetylase that silences gene expression,177924,,Increase and Decrease,Pro-Longevity,pro;;;599;10921902|pro;;;599;10921902|pro;;;599;10921902|pro;;;599;10921902
605,CG5216-PA,Sir2,Drosophila melanogaster,NAD(+)-dependent histone deacetylase that silences gene expression,34708,,Increase and Decrease,Pro-Longevity,pro;50.0;;600;11242085|pro;50.0;;600;11242085|pro;50.0;;600;11242085|pro;50.0;;600;11242085
606,Sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae),SIR2,Saccharomyces cerevisiae,NAD(+)-dependent histone deacetylase that silences gene expression,851520,600,Increase,Unclear,pro;57.0;;601;15520384|pro;57.0;;601;15520384|pro;57.0;;601;15520384
607,Silent information regulator,SIR3,Saccharomyces cerevisiae,Silencing protein,851163,20,Decrease,Unannotated,pro;30.0;;1011;10521401|pro;30.0;;1011;10521401
608,Silent information regulator,SIR4,Saccharomyces cerevisiae,Silencing protein,851813,,Increase and Decrease,Anti-Longevity,fitness;20.0;;602;10521401|fitness;20.0;;602;10521401|fitness;20.0;;602;10521401
609,CG5085-PA,Sirt2,Drosophila melanogaster,NAD(+)-dependent histone deacetylase that silences gene expression,42414,20,Decrease,Pro-Longevity,anti;30.0;;603;7859289
610,"sirtuin 6 (silent mating type information regulation 2, homolog) 6 (S. cerevisiae)",Sirt6,Mus musculus,NAD(+)-dependent histone deacetylase that silences gene expression,50721,,Increase and Decrease,Pro-Longevity,pro;20.0;;604;17159295|pro;20.0;;604;17159295
611,CG6284-PB,Sirt6,Drosophila melanogaster,NAD(+)-dependent histone deacetylase that silences gene expression,41254,20,Decrease,Pro-Longevity,pro;;;605;16439206
612,SKiNhead,skn-1,Caenorhabditis elegans,"bZIP transcription factor, critical in endodermal development and control of the oxidative stress",177343,,Increase and Decrease,Pro-Longevity,pro;20.0;;606;17159295|pro;20.0;;606;17159295
613,SKp1 Related (ubiquitin ligase complex component),skr-1,Caenorhabditis elegans,SKp1 Related (ubiquitin ligase complex component),172775,,Decrease,Pro-Longevity,pro;;;607;17538612
614,SKp1 Related (ubiquitin ligase complex component),skr-2,Caenorhabditis elegans,SKp1 Related (ubiquitin ligase complex component),172773,,Decrease,Pro-Longevity,pro;;;608;17392428
615,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4",Slc25a4,Mus musculus,Involved in the exchange of ADP and ATP across the mitochondrial inner membrane,11739,,Decrease,Pro-Longevity,pro;;;609;17392428
616,suppressor of MEK null,smk-1,Caenorhabditis elegans,Stress response,179243,21,Decrease,Pro-Longevity,pro;;;610;10220377|pro;;;610;10220377
617,SMN (human Survival Motor Neuron gene) homolog,smn-1,Caenorhabditis elegans,mRNA splicing protein,172783,26,Decrease,Pro-Longevity,pro;;;611;16530049
618,"synuclein, alpha (non A4 component of amyloid precursor)",SNCA,Caenorhabditis elegans,SNCA may serve to integrate presynaptic signalling and membrane trafficking,,25,Increase,Pro-Longevity,pro;26.0;;612;18006689
